,user_id,feature_used,session_duration,engagement_score,accessibility_settings,age_group,gender,additional_attributes,user_characteristics
6331,user_4438,Multilingual,70.68,2,3,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
6335,user_3641,Multilingual,104.0,4,3,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
6341,user_8237,Colorblind Mode,34.43,4,4,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
6342,user_7951,Visual Aid,24.66,3,2,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
6343,user_6528,Visual Aid,39.53,3,3,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
6344,user_1290,Multilingual,22.56,4,3,Adult,Male,Straight,Adult/Male/Straight
6346,user_6860,Colorblind Mode,62.63,2,5,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
6349,user_4628,High Contrast Mode,22.6,2,3,Senior,Female,Straight,Senior/Female/Straight
6351,user_2880,High Contrast Mode,70.51,4,5,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
6353,user_2435,High Contrast Mode,85.67,5,2,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
6354,user_3898,Colorblind Mode,115.0,3,0,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
6355,user_4616,High Contrast Mode,38.28,3,2,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
6356,user_9331,Colorblind Mode,69.5,1,4,Professional,Female,Straight,Professional/Female/Straight
6359,user_5738,Colorblind Mode,53.77,4,4,Professional,Male,Straight,Professional/Male/Straight
6360,user_9868,High Contrast Mode,99.73,4,0,Young Adult,Female,Straight,Young Adult/Female/Straight
6361,user_3347,Visual Aid,78.18,1,4,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
6364,user_6421,Multilingual,111.76,5,0,Professional,Male,Straight,Professional/Male/Straight
6365,user_2396,Colorblind Mode,92.24,3,5,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
6366,user_7600,Colorblind Mode,23.75,5,2,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
6369,user_5474,Multilingual,57.24,4,4,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
6370,user_2282,Text-to-Speech,104.42,3,1,Young Adult,Female,Straight,Young Adult/Female/Straight
6371,user_6412,Text-to-Speech,14.79,5,1,Professional,Female,Straight,Professional/Female/Straight
6372,user_4430,Text-to-Speech,83.7,1,1,Teenager,Female,Straight,Teenager/Female/Straight
6373,user_3437,Text-to-Speech,73.9,2,3,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
6375,user_1461,Text-to-Speech,116.88,4,5,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
6376,user_1817,Colorblind Mode,119.06,4,2,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
6378,user_8492,Colorblind Mode,64.59,1,2,Adult,Male,Straight,Adult/Male/Straight
6379,user_8745,High Contrast Mode,113.69,1,3,Adult,Male,Straight,Adult/Male/Straight
6381,user_947,High Contrast Mode,118.27,4,2,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
6382,user_5249,Visual Aid,99.98,3,5,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
6383,user_7689,High Contrast Mode,105.64,1,2,Adult,Male,Straight,Adult/Male/Straight
6384,user_1682,High Contrast Mode,79.71,3,5,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
6385,user_7086,Text-to-Speech,33.03,5,2,Professional,Male,Straight,Professional/Male/Straight
6390,user_6124,High Contrast Mode,71.59,2,0,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
6391,user_4954,Visual Aid,68.21,2,0,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
6392,user_8254,Text-to-Speech,99.22,3,0,Young Adult,Male,Straight,Young Adult/Male/Straight
6393,user_8076,Visual Aid,109.39,2,4,Teenager,Female,Straight,Teenager/Female/Straight
6394,user_733,Colorblind Mode,76.2,5,4,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
6396,user_9318,High Contrast Mode,55.96,1,5,Teenager,Male,Straight,Teenager/Male/Straight
6398,user_4178,High Contrast Mode,64.86,1,5,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
6399,user_6748,Colorblind Mode,69.04,4,3,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
6400,user_1932,Multilingual,23.93,2,5,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
6402,user_6150,High Contrast Mode,86.37,3,5,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
6403,user_9394,High Contrast Mode,46.09,2,2,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
6407,user_4011,High Contrast Mode,81.94,2,5,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
6410,user_6635,Visual Aid,51.48,5,3,Young Adult,Male,Straight,Young Adult/Male/Straight
6412,user_2006,Text-to-Speech,10.62,5,1,Professional,Female,Straight,Professional/Female/Straight
6414,user_6926,High Contrast Mode,113.22,4,0,Senior,Female,Straight,Senior/Female/Straight
6415,user_8243,Visual Aid,34.89,5,5,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
6417,user_9076,Colorblind Mode,65.8,2,5,Senior,Female,Straight,Senior/Female/Straight
6418,user_6778,Multilingual,24.85,3,5,Senior,Male,Straight,Senior/Male/Straight
6419,user_7447,Text-to-Speech,60.71,5,2,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
6422,user_9886,High Contrast Mode,85.06,1,4,Teenager,Female,Straight,Teenager/Female/Straight
6425,user_2247,Text-to-Speech,91.76,2,5,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
6426,user_5029,Visual Aid,15.25,5,0,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
6428,user_5507,Multilingual,110.26,4,5,Professional,Female,Straight,Professional/Female/Straight
6430,user_3428,Visual Aid,113.15,3,4,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
6431,user_676,Visual Aid,18.85,1,4,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
6432,user_3719,High Contrast Mode,89.77,1,0,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
6438,user_2063,Text-to-Speech,57.48,1,0,Adult,Female,Straight,Adult/Female/Straight
6439,user_6195,Multilingual,74.85,3,2,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
6440,user_354,Colorblind Mode,106.34,1,1,Teenager,Female,Straight,Teenager/Female/Straight
6441,user_4062,Colorblind Mode,104.05,3,5,Professional,Male,Straight,Professional/Male/Straight
6445,user_6081,High Contrast Mode,100.83,2,4,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
6449,user_3102,Multilingual,96.61,1,1,Adult,Male,Straight,Adult/Male/Straight
6450,user_6439,Text-to-Speech,61.48,5,2,Professional,Male,Straight,Professional/Male/Straight
6456,user_3582,Multilingual,43.15,2,4,Young Adult,Male,Straight,Young Adult/Male/Straight
6457,user_7408,Colorblind Mode,17.22,3,3,Adult,Female,Straight,Adult/Female/Straight
6458,user_1304,Visual Aid,18.11,1,4,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
6459,user_7657,High Contrast Mode,41.81,4,0,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
6460,user_1193,Visual Aid,110.72,3,5,Adult,Female,Straight,Adult/Female/Straight
6461,user_9009,Multilingual,111.86,2,4,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
6462,user_7100,Visual Aid,80.46,2,4,Young Adult,Female,Straight,Young Adult/Female/Straight
6463,user_5275,Multilingual,16.77,4,1,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
6472,user_645,High Contrast Mode,56.21,1,5,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
6473,user_4118,Text-to-Speech,42.28,2,1,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
6476,user_4956,Colorblind Mode,78.22,2,5,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
6478,user_6191,Multilingual,87.17,3,0,Young Adult,Female,Straight,Young Adult/Female/Straight
6479,user_5203,Colorblind Mode,107.99,1,3,Adult,Female,Straight,Adult/Female/Straight
6480,user_7113,Multilingual,118.88,4,0,Professional,Female,Straight,Professional/Female/Straight
6482,user_3623,Visual Aid,85.77,1,4,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
6487,user_9043,High Contrast Mode,59.89,2,4,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
6488,user_1858,Text-to-Speech,23.0,2,1,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
6490,user_2343,Colorblind Mode,48.95,3,1,Professional,Male,Straight,Professional/Male/Straight
6491,user_2303,Colorblind Mode,38.23,5,5,Teenager,Female,Straight,Teenager/Female/Straight
6492,user_2884,Multilingual,107.67,2,5,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
6494,user_953,Visual Aid,49.72,5,5,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
6495,user_4656,Multilingual,25.47,4,4,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
6496,user_3000,Multilingual,69.83,3,5,Adult,Male,Straight,Adult/Male/Straight
6498,user_929,Text-to-Speech,34.37,2,5,Senior,Male,Straight,Senior/Male/Straight
6499,user_3784,Text-to-Speech,35.98,3,0,Professional,Female,Straight,Professional/Female/Straight
6500,user_8063,Visual Aid,75.37,3,4,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
6504,user_3048,Visual Aid,8.57,4,0,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
6505,user_503,Visual Aid,101.32,5,3,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
6506,user_4952,Visual Aid,91.97,5,2,Senior,Male,Straight,Senior/Male/Straight
6507,user_8801,Colorblind Mode,27.37,4,1,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
6509,user_9222,Multilingual,71.18,2,0,Senior,Male,Straight,Senior/Male/Straight
6510,user_3522,High Contrast Mode,117.71,2,2,Teenager,Female,Straight,Teenager/Female/Straight
6511,user_8166,Colorblind Mode,54.34,5,1,Professional,Female,Straight,Professional/Female/Straight
6513,user_1516,Colorblind Mode,66.52,4,3,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
6514,user_2858,Colorblind Mode,113.58,3,3,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
6515,user_3797,High Contrast Mode,69.64,2,4,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
6519,user_9321,Text-to-Speech,40.17,2,3,Professional,Male,Straight,Professional/Male/Straight
6524,user_9783,Colorblind Mode,62.18,4,1,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
6525,user_113,High Contrast Mode,91.25,3,1,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
6526,user_1324,High Contrast Mode,32.48,2,1,Professional,Male,Straight,Professional/Male/Straight
6527,user_2929,High Contrast Mode,105.47,5,3,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
6528,user_9837,High Contrast Mode,87.28,4,4,Teenager,Female,Straight,Teenager/Female/Straight
6529,user_2128,Visual Aid,45.53,4,4,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
6530,user_9661,High Contrast Mode,85.68,4,2,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
6531,user_2127,Multilingual,50.77,3,2,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
6533,user_395,Colorblind Mode,95.03,4,2,Teenager,Female,Straight,Teenager/Female/Straight
6534,user_1113,High Contrast Mode,46.41,2,5,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
6536,user_3427,Colorblind Mode,62.34,1,1,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
6537,user_7274,High Contrast Mode,26.8,2,3,Adult,Male,Straight,Adult/Male/Straight
6538,user_238,Visual Aid,107.95,4,1,Teenager,Male,Straight,Teenager/Male/Straight
6541,user_7771,High Contrast Mode,27.58,5,5,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
6543,user_116,Visual Aid,59.3,1,1,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
6544,user_9050,High Contrast Mode,68.88,4,0,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
6546,user_809,High Contrast Mode,18.69,1,1,Teenager,Male,Straight,Teenager/Male/Straight
6552,user_3701,Colorblind Mode,87.17,4,3,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
6553,user_9896,Visual Aid,29.83,1,2,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
6555,user_8824,Multilingual,65.03,4,4,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
6556,user_2204,Text-to-Speech,70.6,1,3,Young Adult,Female,Straight,Young Adult/Female/Straight
6559,user_9500,Text-to-Speech,56.47,3,0,Professional,Female,Straight,Professional/Female/Straight
6562,user_3925,Colorblind Mode,83.68,3,4,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
6563,user_8947,Colorblind Mode,108.48,3,4,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
6568,user_1435,Visual Aid,45.55,2,2,Young Adult,Male,Straight,Young Adult/Male/Straight
6569,user_3909,Colorblind Mode,103.52,2,0,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
6571,user_228,Text-to-Speech,86.72,4,3,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
6572,user_316,Multilingual,19.2,5,5,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
6576,user_3240,Multilingual,88.86,5,4,Adult,Female,Straight,Adult/Female/Straight
6580,user_3256,Multilingual,61.18,3,4,Professional,Female,Straight,Professional/Female/Straight
6581,user_6629,Multilingual,19.75,3,2,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
6582,user_1150,Visual Aid,83.2,2,2,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
6585,user_4651,Multilingual,95.31,1,1,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
6586,user_8175,High Contrast Mode,48.7,4,0,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
6592,user_6892,High Contrast Mode,57.76,4,5,Teenager,Male,Straight,Teenager/Male/Straight
6593,user_1430,High Contrast Mode,26.22,1,5,Adult,Male,Straight,Adult/Male/Straight
6594,user_5236,Colorblind Mode,34.69,4,3,Adult,Male,Straight,Adult/Male/Straight
6595,user_8781,Multilingual,55.15,5,1,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
6596,user_1765,Colorblind Mode,97.68,4,0,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
6597,user_8276,High Contrast Mode,28.04,5,4,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
6598,user_1823,Colorblind Mode,84.91,4,0,Teenager,Female,Straight,Teenager/Female/Straight
6599,user_1225,High Contrast Mode,24.3,5,5,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
6600,user_192,Multilingual,18.7,5,5,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
6603,user_9870,High Contrast Mode,38.31,4,5,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
6604,user_4727,High Contrast Mode,72.5,2,3,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
6605,user_2477,Text-to-Speech,11.78,1,2,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
6607,user_3022,Multilingual,50.37,2,5,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
6608,user_2690,Colorblind Mode,6.5,3,4,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
6609,user_3866,High Contrast Mode,65.42,2,1,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
6610,user_1041,Text-to-Speech,61.85,5,1,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
6612,user_8268,High Contrast Mode,19.52,1,3,Young Adult,Male,Straight,Young Adult/Male/Straight
6613,user_9494,Colorblind Mode,8.55,3,0,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
6619,user_687,High Contrast Mode,8.56,1,4,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
6621,user_636,Colorblind Mode,58.91,1,3,Adult,Male,Straight,Adult/Male/Straight
6622,user_9168,Visual Aid,31.6,3,1,Professional,Male,Straight,Professional/Male/Straight
6623,user_9817,Visual Aid,42.04,5,2,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
6625,user_1230,Multilingual,74.12,2,3,Adult,Female,Straight,Adult/Female/Straight
6629,user_3763,Visual Aid,21.36,4,5,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
6632,user_8155,Visual Aid,23.15,1,1,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
6634,user_7206,Text-to-Speech,45.54,3,1,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
6636,user_3884,Colorblind Mode,13.67,4,4,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
6637,user_568,High Contrast Mode,46.39,3,2,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
6638,user_1486,Colorblind Mode,61.49,4,4,Young Adult,Female,Straight,Young Adult/Female/Straight
6639,user_5063,Visual Aid,88.19,2,1,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
6640,user_4383,Text-to-Speech,114.66,4,4,Young Adult,Female,Straight,Young Adult/Female/Straight
6641,user_2026,Colorblind Mode,42.81,5,4,Senior,Female,Straight,Senior/Female/Straight
6642,user_97,Multilingual,96.26,5,3,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
6645,user_3334,Text-to-Speech,93.59,2,3,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
6646,user_5031,Text-to-Speech,80.38,5,3,Young Adult,Male,Straight,Young Adult/Male/Straight
6647,user_4415,Multilingual,9.93,1,3,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
6648,user_4103,High Contrast Mode,50.15,1,4,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
6649,user_2482,Multilingual,98.44,2,0,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
6651,user_4066,Visual Aid,37.32,1,0,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
6653,user_4778,Visual Aid,52.02,4,2,Adult,Female,Straight,Adult/Female/Straight
6654,user_2272,High Contrast Mode,24.07,3,3,Adult,Male,Straight,Adult/Male/Straight
6659,user_8126,Visual Aid,72.08,4,0,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
6660,user_8212,Colorblind Mode,72.43,4,1,Teenager,Female,Straight,Teenager/Female/Straight
6663,user_4308,Colorblind Mode,114.04,4,4,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
6667,user_2545,Multilingual,77.34,1,0,Young Adult,Male,Straight,Young Adult/Male/Straight
6671,user_8305,Colorblind Mode,73.37,5,3,Teenager,Female,Straight,Teenager/Female/Straight
6672,user_3110,Text-to-Speech,68.06,4,5,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
6674,user_906,High Contrast Mode,60.79,3,1,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
6676,user_1078,High Contrast Mode,22.1,2,2,Senior,Male,Straight,Senior/Male/Straight
6677,user_6131,Text-to-Speech,99.18,5,2,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
6679,user_1123,Colorblind Mode,109.1,3,5,Young Adult,Male,Straight,Young Adult/Male/Straight
6681,user_1536,Multilingual,29.01,5,5,Teenager,Male,Straight,Teenager/Male/Straight
6682,user_174,Multilingual,83.63,2,3,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
6683,user_4787,High Contrast Mode,27.07,5,3,Senior,Female,Straight,Senior/Female/Straight
6687,user_9472,Multilingual,80.33,1,1,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
6688,user_2867,Text-to-Speech,82.17,1,2,Professional,Female,Straight,Professional/Female/Straight
6692,user_462,Multilingual,14.97,3,2,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
6693,user_2500,Multilingual,86.23,3,1,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
6695,user_2365,Visual Aid,78.27,3,4,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
6696,user_5705,Visual Aid,22.77,1,3,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
6698,user_5277,Visual Aid,66.45,3,5,Teenager,Female,Straight,Teenager/Female/Straight
6699,user_9944,Text-to-Speech,29.04,1,2,Senior,Female,Straight,Senior/Female/Straight
6704,user_6170,Visual Aid,21.33,5,5,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
6707,user_9181,Visual Aid,31.79,1,4,Teenager,Male,Straight,Teenager/Male/Straight
6708,user_4808,Multilingual,15.0,4,0,Adult,Male,Straight,Adult/Male/Straight
6709,user_4614,Text-to-Speech,12.38,5,2,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
6710,user_1086,High Contrast Mode,6.78,4,0,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
6714,user_7077,Text-to-Speech,64.88,2,4,Adult,Male,Straight,Adult/Male/Straight
